enterprise_id,gst_score,upi_score,aa_score,epfo_score,overall_score,risk_tier,confidence,actual_default
MSME100419,86.6,88.9,88.6,84.5,87.6,A - Strong,4/4,0
MSME100420,81.2,93.2,,92.2,87.1,A - Strong,3/4,0
MSME100421,,67.5,59.1,,62.9,B - Moderate,2/4,0
MSME100422,81.7,92.4,72.5,,81.6,A - Strong,3/4,0
MSME100423,,,,,,Unscoreable,0/4,0
MSME100424,90.3,93.6,,,91.7,A - Strong,2/4,0
MSME100425,38.7,46.9,55.7,,46.6,C - Weak,3/4,1
MSME100426,,52.9,79.6,,67.5,B - Moderate,2/4,0
MSME100427,63.9,,,,63.9,B - Moderate,1/4,0
MSME100428,79.0,84.5,65.6,,76.1,A - Strong,3/4,0
MSME100429,72.3,,71.5,,71.9,B - Moderate,2/4,0
MSME100430,75.1,87.7,,,80.3,A - Strong,2/4,0
MSME100431,,28.7,37.2,31.9,33.1,D - High Risk,3/4,0
MSME100432,88.7,91.7,86.8,,88.9,A - Strong,3/4,0
MSME100433,81.1,82.5,86.8,,83.4,A - Strong,3/4,0
MSME100434,,48.3,,,48.3,C - Weak,1/4,0
MSME100435,70.5,83.1,,,75.8,A - Strong,2/4,0
MSME100436,67.9,65.0,,,66.7,B - Moderate,2/4,0
MSME100437,68.6,75.0,,,71.3,B - Moderate,2/4,0
MSME100438,,87.4,88.7,,88.1,A - Strong,2/4,0
MSME100439,60.6,,,,60.6,B - Moderate,1/4,0
MSME100440,,80.2,76.0,60.7,75.3,A - Strong,3/4,0
MSME100441,27.4,33.3,,,29.9,D - High Risk,2/4,1
MSME100442,39.0,,44.2,33.9,40.4,C - Weak,3/4,0
MSME100443,26.5,26.3,,,26.4,D - High Risk,2/4,0
MSME100444,,76.2,,,76.2,A - Strong,1/4,0
MSME100445,86.2,93.4,,84.1,88.5,A - Strong,3/4,0
MSME100446,68.2,,,,68.2,B - Moderate,1/4,0
MSME100447,81.1,,86.7,,83.7,A - Strong,2/4,0
MSME100448,,84.5,79.6,,81.8,A - Strong,2/4,0
MSME100449,,88.8,,,88.8,A - Strong,1/4,0
MSME100450,53.5,67.9,,,59.5,B - Moderate,2/4,0
MSME100451,79.9,,,89.8,82.1,A - Strong,2/4,0
MSME100452,77.9,72.6,78.2,84.3,77.3,A - Strong,4/4,0
MSME100453,23.0,25.7,,,24.1,D - High Risk,2/4,0
MSME100454,29.8,64.1,,,44.1,C - Weak,2/4,0
MSME100455,81.1,88.0,84.1,,84.0,A - Strong,3/4,0
MSME100456,87.7,93.3,92.2,90.6,90.7,A - Strong,4/4,0
MSME100457,63.1,80.2,75.5,,72.0,B - Moderate,3/4,0
MSME100458,30.5,,39.0,,34.4,D - High Risk,2/4,0
MSME100459,87.3,91.6,92.7,93.5,90.6,A - Strong,4/4,0
MSME100460,,59.9,67.8,,64.2,B - Moderate,2/4,0
MSME100461,,46.9,55.9,,51.8,C - Weak,2/4,1
MSME100462,82.6,86.0,,83.5,83.9,A - Strong,3/4,0
MSME100463,65.5,51.8,70.3,,63.3,B - Moderate,3/4,0
MSME100464,,37.2,,,37.2,C - Weak,1/4,0
MSME100465,33.6,,35.7,,34.6,D - High Risk,2/4,0
MSME100466,81.3,87.2,,91.9,84.9,A - Strong,3/4,0
MSME100467,62.4,,,55.3,60.8,B - Moderate,2/4,0
MSME100468,,50.4,,,50.4,C - Weak,1/4,0
MSME100469,,35.1,,,35.1,C - Weak,1/4,0
MSME100470,28.4,40.3,22.3,,29.7,D - High Risk,3/4,0
MSME100471,63.6,76.2,,67.5,68.7,B - Moderate,3/4,0
MSME100472,56.4,64.9,56.5,,58.8,B - Moderate,3/4,0
MSME100473,60.3,57.8,,,59.3,B - Moderate,2/4,0
MSME100474,,,62.3,,62.3,B - Moderate,1/4,0
MSME100475,74.4,,84.7,,79.2,A - Strong,2/4,0
MSME100476,55.8,66.4,51.2,,57.2,B - Moderate,3/4,0
MSME100477,,43.3,51.7,,47.9,C - Weak,2/4,0
MSME100478,,,,,,Unscoreable,0/4,0
MSME100479,,63.0,57.5,,60.0,B - Moderate,2/4,0
MSME100480,28.8,52.7,,,38.8,C - Weak,2/4,0
MSME100481,,75.5,,59.6,71.0,B - Moderate,2/4,0
MSME100482,17.5,24.7,,,20.5,D - High Risk,2/4,1
MSME100483,47.3,67.5,,60.8,56.4,B - Moderate,3/4,0
MSME100484,44.0,48.6,,,45.9,C - Weak,2/4,0
MSME100485,61.1,75.4,73.4,,69.2,B - Moderate,3/4,0
MSME100486,89.1,93.9,92.0,,91.4,A - Strong,3/4,0
MSME100487,,82.9,77.1,,79.7,A - Strong,2/4,0
MSME100488,,24.1,,,24.1,D - High Risk,1/4,1
MSME100489,,28.5,,,28.5,D - High Risk,1/4,0
MSME100490,,,,,,Unscoreable,0/4,0
MSME100491,55.1,73.3,,52.4,61.2,B - Moderate,3/4,0
MSME100492,79.0,88.9,,,83.1,A - Strong,2/4,1
MSME100493,38.5,69.7,,44.5,50.5,C - Weak,3/4,0
MSME100494,61.4,78.9,,,68.7,B - Moderate,2/4,0
MSME100495,,21.8,,,21.8,D - High Risk,1/4,1
MSME100496,,34.3,,,34.3,D - High Risk,1/4,0
MSME100497,,75.8,85.6,89.6,82.4,A - Strong,3/4,0
MSME100498,,38.5,,,38.5,C - Weak,1/4,1
MSME100499,,60.1,57.9,,58.9,B - Moderate,2/4,0
MSME100500,76.8,72.6,82.3,79.4,77.7,A - Strong,4/4,0
MSME100501,75.4,80.1,59.4,,71.4,B - Moderate,3/4,0
MSME100502,90.2,92.5,89.2,91.1,90.6,A - Strong,4/4,0
MSME100503,55.1,83.9,,,67.1,B - Moderate,2/4,0
MSME100504,,44.5,,,44.5,C - Weak,1/4,0
MSME100505,83.3,83.5,91.3,82.3,85.6,A - Strong,4/4,0
MSME100506,,37.7,51.7,,45.3,C - Weak,2/4,0
MSME100507,84.9,85.5,,,85.2,A - Strong,2/4,0
MSME100508,,48.4,,,48.4,C - Weak,1/4,1
MSME100509,46.9,,,,46.9,C - Weak,1/4,0
MSME100510,88.1,90.8,,,89.2,A - Strong,2/4,0
MSME100511,46.5,,20.7,,34.6,D - High Risk,2/4,0
MSME100512,,58.7,,,58.7,B - Moderate,1/4,0
MSME100513,,19.8,19.4,,19.6,D - High Risk,2/4,1
MSME100514,,88.0,91.5,,89.9,A - Strong,2/4,0
MSME100515,45.3,59.2,53.0,58.0,52.4,C - Weak,4/4,0
MSME100516,45.8,49.5,,,47.3,C - Weak,2/4,0
MSME100517,,,,18.0,18.0,D - High Risk,1/4,1
MSME100518,,58.5,,,58.5,B - Moderate,1/4,0
MSME100519,84.4,87.7,,70.6,83.6,A - Strong,3/4,0
MSME100520,80.3,75.2,,65.1,76.3,A - Strong,3/4,0
MSME100521,,53.6,,,53.6,C - Weak,1/4,0
MSME100522,34.2,,,,34.2,D - High Risk,1/4,1
MSME100523,65.3,70.5,,,67.5,B - Moderate,2/4,0
MSME100524,66.8,61.5,70.1,,66.4,B - Moderate,3/4,0
MSME100525,46.2,51.6,36.9,,44.6,C - Weak,3/4,0
MSME100526,,,34.4,45.8,37.2,C - Weak,2/4,0
MSME100527,74.5,,,71.5,73.8,B - Moderate,2/4,0
MSME100528,84.0,88.8,86.0,,86.0,A - Strong,3/4,0
MSME100529,61.2,61.0,,,61.1,B - Moderate,2/4,0
MSME100530,55.7,49.4,,,53.1,C - Weak,2/4,0
MSME100531,84.0,88.4,78.2,89.9,84.0,A - Strong,4/4,0
MSME100532,,,,,,Unscoreable,0/4,1
MSME100533,45.0,,,41.2,44.2,C - Weak,2/4,1
MSME100534,,82.6,71.2,,76.4,A - Strong,2/4,0
MSME100535,,,46.2,,46.2,C - Weak,1/4,0
MSME100536,,67.1,,,67.1,B - Moderate,1/4,0
MSME100537,,69.5,38.9,,52.8,C - Weak,2/4,0
MSME100538,,29.4,38.1,,34.1,D - High Risk,2/4,0
MSME100539,51.1,70.1,,,59.0,B - Moderate,2/4,0
MSME100540,68.0,,,67.2,67.8,B - Moderate,2/4,0
MSME100541,,82.3,64.4,,72.5,B - Moderate,2/4,0
MSME100542,34.0,47.1,,,39.5,C - Weak,2/4,0
MSME100543,85.0,86.2,85.5,,85.5,A - Strong,3/4,0
MSME100544,85.2,84.1,83.7,,84.4,A - Strong,3/4,0
MSME100545,,28.1,34.2,,31.4,D - High Risk,2/4,1
MSME100546,66.1,70.3,79.4,71.4,71.7,B - Moderate,4/4,0
MSME100547,,40.2,26.4,,32.7,D - High Risk,2/4,0
MSME100548,69.2,69.3,77.0,,71.8,B - Moderate,3/4,0
MSME100549,,24.8,,16.8,22.5,D - High Risk,2/4,1
MSME100550,47.2,58.2,,,51.8,C - Weak,2/4,0
MSME100551,69.2,91.1,79.0,,78.6,A - Strong,3/4,0
MSME100552,,,80.8,88.4,82.7,A - Strong,2/4,0
MSME100553,57.3,,87.8,83.2,73.0,B - Moderate,3/4,0
MSME100554,90.3,91.0,,,90.6,A - Strong,2/4,0
MSME100555,,32.8,,,32.8,D - High Risk,1/4,0
MSME100556,33.3,,28.8,,31.2,D - High Risk,2/4,0
MSME100557,,83.5,84.1,,83.8,A - Strong,2/4,0
MSME100558,,23.4,,,23.4,D - High Risk,1/4,0
MSME100559,20.2,27.5,,,23.2,D - High Risk,2/4,0
MSME100560,81.5,88.7,84.5,,84.5,A - Strong,3/4,0
MSME100561,19.9,25.1,,,22.1,D - High Risk,2/4,1
MSME100562,,50.9,50.1,,50.5,C - Weak,2/4,0
MSME100563,25.8,49.1,,,35.5,C - Weak,2/4,0
MSME100564,36.3,60.4,17.9,51.0,38.3,C - Weak,4/4,0
MSME100565,,29.7,,,29.7,D - High Risk,1/4,0
MSME100566,58.0,54.2,,,56.4,B - Moderate,2/4,0
MSME100567,,25.0,,,25.0,D - High Risk,1/4,0
MSME100568,57.0,61.8,49.2,50.3,55.2,B - Moderate,4/4,0
MSME100569,79.6,83.4,69.6,,77.3,A - Strong,3/4,0
MSME100570,36.3,58.4,64.9,,52.0,C - Weak,3/4,0
MSME100571,,53.8,,,53.8,C - Weak,1/4,0
MSME100572,,31.9,,,31.9,D - High Risk,1/4,0
MSME100573,37.9,50.6,,,43.2,C - Weak,2/4,0
MSME100574,,28.4,14.9,,21.0,D - High Risk,2/4,1
MSME100575,,77.0,74.8,,75.8,A - Strong,2/4,0
MSME100576,75.0,78.0,,,76.2,A - Strong,2/4,0
MSME100577,81.4,88.0,63.5,,77.3,A - Strong,3/4,0
MSME100578,73.6,86.4,76.8,,78.2,A - Strong,3/4,0
MSME100579,,36.1,,,36.1,C - Weak,1/4,0
MSME100580,18.5,17.7,28.2,,21.5,D - High Risk,3/4,0
MSME100581,59.1,67.6,,,62.6,B - Moderate,2/4,0
MSME100582,87.8,94.1,,,90.4,A - Strong,2/4,0
MSME100583,,36.5,24.1,,29.7,D - High Risk,2/4,0
MSME100584,53.7,65.8,53.0,52.2,56.4,B - Moderate,4/4,0
MSME100585,81.0,,,49.0,73.9,B - Moderate,2/4,0
MSME100586,,82.2,79.5,,80.7,A - Strong,2/4,0
MSME100587,63.8,64.3,52.8,,60.3,B - Moderate,3/4,0
MSME100588,,68.1,,,68.1,B - Moderate,1/4,0
MSME100589,30.8,49.0,,,38.4,C - Weak,2/4,0
MSME100590,91.6,92.3,89.4,91.6,91.1,A - Strong,4/4,0
MSME100591,,34.4,,,34.4,D - High Risk,1/4,1
MSME100592,,57.1,,,57.1,B - Moderate,1/4,0
MSME100593,74.1,89.6,80.7,,80.6,A - Strong,3/4,0
MSME100594,,42.9,,,42.9,C - Weak,1/4,0
MSME100595,,75.0,,,75.0,A - Strong,1/4,0
MSME100596,80.9,83.7,77.2,,80.4,A - Strong,3/4,0
MSME100597,26.4,,33.3,,29.6,D - High Risk,2/4,0
MSME100598,83.4,,,,83.4,A - Strong,1/4,0
MSME100599,59.3,56.6,,,58.2,B - Moderate,2/4,0
MSME100600,58.6,68.9,,,62.9,B - Moderate,2/4,1
MSME100601,71.0,63.1,74.5,,70.0,B - Moderate,3/4,1
MSME100602,,28.2,,,28.2,D - High Risk,1/4,1
MSME100603,39.4,,43.9,53.5,43.1,C - Weak,3/4,0
MSME100604,80.1,,88.2,89.9,84.6,A - Strong,3/4,0
MSME100605,19.2,,14.2,,16.9,D - High Risk,2/4,1
MSME100606,63.1,,,,63.1,B - Moderate,1/4,0
MSME100607,57.0,54.2,,61.3,56.6,B - Moderate,3/4,0
MSME100608,63.3,75.3,65.4,70.0,67.6,B - Moderate,4/4,1
MSME100609,51.3,,62.1,,56.3,B - Moderate,2/4,0
MSME100610,73.6,67.9,,,71.2,B - Moderate,2/4,0
MSME100611,,30.4,,,30.4,D - High Risk,1/4,0
MSME100612,,39.6,,31.0,37.1,C - Weak,2/4,0
MSME100613,68.3,,53.0,,61.2,B - Moderate,2/4,0
MSME100614,,71.6,,,71.6,B - Moderate,1/4,0
MSME100615,,,28.9,,28.9,D - High Risk,1/4,1
MSME100616,60.6,,,,60.6,B - Moderate,1/4,0
MSME100617,79.0,,,71.1,77.2,A - Strong,2/4,0
MSME100618,,64.0,51.2,,57.0,B - Moderate,2/4,0
MSME100619,,32.9,15.9,,23.6,D - High Risk,2/4,0
MSME100620,,30.8,,,30.8,D - High Risk,1/4,0
MSME100621,89.7,84.1,,,87.4,A - Strong,2/4,0
MSME100622,74.4,,47.8,71.9,63.4,B - Moderate,3/4,0
MSME100623,39.9,53.6,,,45.6,C - Weak,2/4,0
MSME100624,64.4,74.1,,,68.4,B - Moderate,2/4,0
MSME100625,86.9,93.3,90.8,,90.0,A - Strong,3/4,0
MSME100626,,45.7,43.0,,44.2,C - Weak,2/4,0
MSME100627,79.6,70.3,60.6,,70.7,B - Moderate,3/4,0
MSME100628,70.8,76.2,77.6,,74.6,B - Moderate,3/4,0
MSME100629,84.8,83.7,,,84.3,A - Strong,2/4,0
MSME100630,,50.3,,,50.3,C - Weak,1/4,0
MSME100631,55.8,,70.2,,62.4,B - Moderate,2/4,0
MSME100632,,44.5,,,44.5,C - Weak,1/4,0
MSME100633,46.3,67.1,47.0,,52.3,C - Weak,3/4,0
MSME100634,71.1,73.1,,,71.9,B - Moderate,2/4,0
MSME100635,,68.3,,,68.3,B - Moderate,1/4,0
MSME100636,,,,49.2,49.2,C - Weak,1/4,0
MSME100637,68.7,82.4,,52.9,71.3,B - Moderate,3/4,0
MSME100638,89.1,87.5,84.1,77.6,86.0,A - Strong,4/4,0
MSME100639,78.4,,80.0,,79.1,A - Strong,2/4,0
MSME100640,53.8,82.5,,88.2,69.0,B - Moderate,3/4,0
MSME100641,68.3,71.5,82.3,,73.9,B - Moderate,3/4,0
MSME100642,55.1,43.6,49.2,54.9,50.4,C - Weak,4/4,0
MSME100643,88.3,84.1,,,86.5,A - Strong,2/4,0
MSME100644,,63.7,,,63.7,B - Moderate,1/4,0
MSME100645,89.6,90.5,85.4,,88.5,A - Strong,3/4,0
MSME100646,,84.4,,,84.4,A - Strong,1/4,0
MSME100647,,48.1,,,48.1,C - Weak,1/4,1
MSME100648,35.1,36.9,44.8,,38.8,C - Weak,3/4,1
MSME100649,42.4,,,,42.4,C - Weak,1/4,0
MSME100650,48.8,39.0,,,44.7,C - Weak,2/4,0
MSME100651,26.5,40.7,24.5,29.6,29.8,D - High Risk,4/4,1
MSME100652,82.1,,,,82.1,A - Strong,1/4,0
MSME100653,79.1,92.9,,,84.8,A - Strong,2/4,0
MSME100654,50.6,69.8,58.3,,58.5,B - Moderate,3/4,0
MSME100655,,84.0,,,84.0,A - Strong,1/4,0
MSME100656,50.3,59.1,47.8,46.6,51.4,C - Weak,4/4,0
MSME100657,50.1,55.8,,,52.5,C - Weak,2/4,0
MSME100658,70.2,64.3,,,67.7,B - Moderate,2/4,0
MSME100659,,,40.0,,40.0,C - Weak,1/4,0
MSME100660,,82.7,82.8,54.6,78.4,A - Strong,3/4,0
MSME100661,,23.2,,19.6,22.2,D - High Risk,2/4,1
MSME100662,,59.2,,,59.2,B - Moderate,1/4,0
MSME100663,,31.2,38.0,,34.9,D - High Risk,2/4,0
MSME100664,90.3,93.6,88.0,,90.5,A - Strong,3/4,0
MSME100665,82.3,84.9,61.1,,76.0,A - Strong,3/4,0
MSME100666,,78.7,81.0,,80.0,A - Strong,2/4,0
MSME100667,76.7,,73.5,88.7,77.0,A - Strong,3/4,0
MSME100668,,40.3,39.7,,40.0,C - Weak,2/4,0
MSME100669,,61.1,,,61.1,B - Moderate,1/4,0
MSME100670,,51.3,55.4,,53.5,C - Weak,2/4,0
MSME100671,27.7,,23.9,,25.9,D - High Risk,2/4,1
MSME100672,,75.0,67.6,69.1,70.7,B - Moderate,3/4,0
MSME100673,,37.2,39.6,,38.5,C - Weak,2/4,0
MSME100674,79.9,83.5,69.6,,77.5,A - Strong,3/4,0
MSME100675,25.7,,,,25.7,D - High Risk,1/4,1
MSME100676,80.1,93.1,,65.5,82.7,A - Strong,3/4,0
MSME100677,34.4,29.4,,,32.3,D - High Risk,2/4,0
MSME100678,,59.4,,40.8,54.1,C - Weak,2/4,0
MSME100679,32.1,35.2,,,33.4,D - High Risk,2/4,1
MSME100680,37.0,54.9,,,44.5,C - Weak,2/4,0
MSME100681,49.7,40.5,,36.8,44.6,C - Weak,3/4,0
MSME100682,49.8,54.1,,,51.6,C - Weak,2/4,0
MSME100683,33.1,49.7,,,40.0,C - Weak,2/4,0
MSME100684,,,,,,Unscoreable,0/4,0
MSME100685,58.8,64.6,,,61.2,B - Moderate,2/4,0
MSME100686,,25.2,19.1,,21.9,D - High Risk,2/4,0
MSME100687,87.8,,90.0,91.2,89.1,A - Strong,3/4,0
MSME100688,48.4,68.3,50.8,,54.7,C - Weak,3/4,0
MSME100689,77.4,74.2,,92.5,78.4,A - Strong,3/4,0
MSME100690,53.9,66.3,,,59.1,B - Moderate,2/4,0
MSME100691,36.2,42.1,45.2,30.0,39.8,C - Weak,4/4,0
MSME100692,,39.9,,,39.9,C - Weak,1/4,0
MSME100693,60.3,70.9,,,64.7,B - Moderate,2/4,0
MSME100694,,60.7,68.4,,64.9,B - Moderate,2/4,0
MSME100695,,45.5,,,45.5,C - Weak,1/4,0
MSME100696,53.7,54.8,,,54.2,C - Weak,2/4,0
MSME100697,,56.1,,,56.1,B - Moderate,1/4,0
MSME100698,,63.8,72.4,70.1,68.7,B - Moderate,3/4,0
MSME100699,,31.2,,,31.2,D - High Risk,1/4,0
MSME100700,51.4,46.9,,,49.5,C - Weak,2/4,0
MSME100701,64.2,78.4,,,70.1,B - Moderate,2/4,0
MSME100702,87.7,90.0,88.9,,88.7,A - Strong,3/4,0
MSME100703,76.3,74.8,,79.6,76.2,A - Strong,3/4,0
MSME100704,80.4,77.3,57.2,,71.8,B - Moderate,3/4,1
MSME100705,,19.6,26.6,,23.4,D - High Risk,2/4,1
MSME100706,,81.5,,,81.5,A - Strong,1/4,0
MSME100707,,80.4,72.6,,76.1,A - Strong,2/4,0
MSME100708,,,,,,Unscoreable,0/4,0
MSME100709,80.6,70.2,61.9,,71.5,B - Moderate,3/4,0
MSME100710,72.9,,70.7,80.4,73.0,B - Moderate,3/4,0
MSME100711,55.6,83.6,51.6,58.7,61.7,B - Moderate,4/4,0
MSME100712,76.9,,81.4,,79.0,A - Strong,2/4,0
MSME100713,57.1,76.9,,,65.4,B - Moderate,2/4,0
MSME100714,23.0,49.5,40.0,56.1,38.0,C - Weak,4/4,0
MSME100715,58.5,46.5,,,53.5,C - Weak,2/4,0
MSME100716,68.7,74.5,65.0,,69.1,B - Moderate,3/4,0
MSME100717,,27.8,26.1,,26.9,D - High Risk,2/4,0
MSME100718,79.7,72.0,,,76.5,A - Strong,2/4,0
MSME100719,80.0,,86.0,,82.8,A - Strong,2/4,0
MSME100720,,58.6,66.2,,62.7,B - Moderate,2/4,1
MSME100721,91.5,93.2,,,92.2,A - Strong,2/4,0
MSME100722,68.9,77.6,86.5,,77.2,A - Strong,3/4,0
MSME100723,78.7,87.1,72.2,70.5,78.0,A - Strong,4/4,0
MSME100724,39.6,40.0,,,39.8,C - Weak,2/4,0
MSME100725,,37.8,42.8,,40.5,C - Weak,2/4,0
MSME100726,,65.0,,,65.0,B - Moderate,1/4,0
MSME100727,18.8,,,,18.8,D - High Risk,1/4,0
MSME100728,,41.9,,,41.9,C - Weak,1/4,0
MSME100729,43.7,66.0,,,53.0,C - Weak,2/4,0
MSME100730,75.4,83.0,,,78.6,A - Strong,2/4,0
MSME100731,34.4,38.7,46.5,,39.6,C - Weak,3/4,0
MSME100732,,52.6,46.5,,49.3,C - Weak,2/4,0
MSME100733,22.8,35.1,20.7,,25.5,D - High Risk,3/4,0
MSME100734,35.6,,30.2,,33.1,D - High Risk,2/4,0
MSME100735,55.2,,37.2,,46.9,C - Weak,2/4,0
MSME100736,,43.3,,,43.3,C - Weak,1/4,0
MSME100737,78.6,78.3,56.0,,71.0,B - Moderate,3/4,0
MSME100738,,47.5,,,47.5,C - Weak,1/4,0
MSME100739,,76.2,69.2,,72.4,B - Moderate,2/4,0
MSME100740,,77.6,43.0,,58.7,B - Moderate,2/4,0
MSME100741,81.6,83.7,81.0,82.3,82.0,A - Strong,4/4,0
MSME100742,69.4,,83.9,82.2,76.9,A - Strong,3/4,0
MSME100743,,,,,,Unscoreable,0/4,0
MSME100744,50.3,78.9,,,62.2,B - Moderate,2/4,0
MSME100745,,,38.4,,38.4,C - Weak,1/4,0
MSME100746,,45.9,65.4,,56.5,B - Moderate,2/4,0
MSME100747,51.0,70.3,,,59.0,B - Moderate,2/4,1
MSME100748,69.4,,,,69.4,B - Moderate,1/4,0
MSME100749,,,,37.5,37.5,C - Weak,1/4,1
MSME100750,,60.9,,,60.9,B - Moderate,1/4,0
MSME100751,,74.5,,,74.5,B - Moderate,1/4,0
MSME100752,82.9,87.9,,,85.0,A - Strong,2/4,0
MSME100753,30.4,40.2,26.0,,31.7,D - High Risk,3/4,1
MSME100754,,23.4,,,23.4,D - High Risk,1/4,0
MSME100755,39.5,59.6,,,47.9,C - Weak,2/4,0
MSME100756,63.9,73.8,56.1,,64.0,B - Moderate,3/4,0
MSME100757,,59.3,,86.5,67.1,B - Moderate,2/4,0
MSME100758,50.8,63.0,58.9,,56.9,B - Moderate,3/4,0
MSME100759,74.7,89.2,,,80.7,A - Strong,2/4,0
MSME100760,77.8,,83.7,92.3,82.1,A - Strong,3/4,0
MSME100761,78.0,73.4,83.9,,78.7,A - Strong,3/4,0
MSME100762,62.3,72.8,,,66.7,B - Moderate,2/4,0
MSME100763,73.7,82.0,63.1,,72.5,B - Moderate,3/4,0
MSME100764,55.3,68.4,65.2,,62.2,B - Moderate,3/4,0
MSME100765,57.5,56.4,,,57.0,B - Moderate,2/4,0
MSME100766,35.3,53.0,37.9,,41.1,C - Weak,3/4,0
MSME100767,67.0,61.8,69.7,,66.5,B - Moderate,3/4,0
MSME100768,59.4,66.5,66.7,,63.8,B - Moderate,3/4,0
MSME100769,,,,,,Unscoreable,0/4,0
MSME100770,,79.9,64.6,,71.6,B - Moderate,2/4,0
MSME100771,47.1,75.1,,,58.8,B - Moderate,2/4,0
MSME100772,,65.6,64.8,69.8,65.9,B - Moderate,3/4,0
MSME100773,91.2,92.5,83.9,92.9,89.5,A - Strong,4/4,0
MSME100774,27.8,28.4,45.7,,33.9,D - High Risk,3/4,0
MSME100775,77.5,,,,77.5,A - Strong,1/4,0
MSME100776,,36.8,33.5,,35.0,C - Weak,2/4,0
MSME100777,,48.6,,,48.6,C - Weak,1/4,0
MSME100778,82.2,81.8,76.1,78.1,79.9,A - Strong,4/4,0
MSME100779,,40.6,,,40.6,C - Weak,1/4,0
MSME100780,,24.7,,,24.7,D - High Risk,1/4,0
MSME100781,39.6,48.9,,52.0,44.7,C - Weak,3/4,1
MSME100782,,65.4,73.4,,69.8,B - Moderate,2/4,0
MSME100783,80.5,76.1,,,78.7,A - Strong,2/4,0
MSME100784,,,29.3,27.4,28.8,D - High Risk,2/4,1
MSME100785,,27.9,,,27.9,D - High Risk,1/4,1
MSME100786,28.8,28.4,37.0,,31.4,D - High Risk,3/4,1
MSME100787,22.1,,14.8,17.2,18.5,D - High Risk,3/4,1
MSME100788,78.2,77.3,74.4,,76.7,A - Strong,3/4,0
MSME100789,50.8,49.3,,,50.2,C - Weak,2/4,0
MSME100790,,34.6,,,34.6,D - High Risk,1/4,0
MSME100791,,80.3,,,80.3,A - Strong,1/4,0
MSME100792,,26.6,,19.1,24.5,D - High Risk,2/4,0
MSME100793,,46.6,,,46.6,C - Weak,1/4,0
MSME100794,,25.9,23.4,,24.5,D - High Risk,2/4,0
MSME100795,,25.7,39.3,,33.1,D - High Risk,2/4,0
MSME100796,,37.0,,38.7,37.5,C - Weak,2/4,0
MSME100797,77.1,71.5,72.6,,74.0,B - Moderate,3/4,0
MSME100798,42.0,,,55.7,45.0,C - Weak,2/4,0
MSME100799,,,47.2,46.3,47.0,C - Weak,2/4,1
MSME100800,,66.9,,65.1,66.4,B - Moderate,2/4,0
MSME100801,,34.1,59.7,,48.1,C - Weak,2/4,0
MSME100802,81.2,79.4,71.4,,77.4,A - Strong,3/4,0
MSME100803,26.2,44.2,,,33.7,D - High Risk,2/4,0
MSME100804,50.3,33.0,55.7,55.8,48.1,C - Weak,4/4,0
MSME100805,42.8,46.5,,,44.3,C - Weak,2/4,0
MSME100806,30.2,,16.3,,23.8,D - High Risk,2/4,0
MSME100807,19.0,29.3,,26.8,23.8,D - High Risk,3/4,1
MSME100808,77.5,82.2,68.0,,75.6,A - Strong,3/4,0
MSME100809,42.7,50.8,,24.0,42.9,C - Weak,3/4,1
MSME100810,56.4,37.6,65.0,,54.0,C - Weak,3/4,0
MSME100811,51.5,82.7,,,64.5,B - Moderate,2/4,0
MSME100812,38.5,47.9,,58.0,44.6,C - Weak,3/4,0
MSME100813,65.4,73.9,79.8,77.5,73.1,B - Moderate,4/4,0
MSME100814,,44.5,,,44.5,C - Weak,1/4,0
MSME100815,,,,77.2,77.2,A - Strong,1/4,0
MSME100816,,38.3,,,38.3,C - Weak,1/4,0
MSME100817,,,,,,Unscoreable,0/4,0
MSME100818,60.0,81.3,,64.5,68.2,B - Moderate,3/4,0
MSME100819,,61.9,,51.8,59.0,B - Moderate,2/4,0
MSME100820,23.0,,,,23.0,D - High Risk,1/4,1
MSME100821,62.7,75.3,,,68.0,B - Moderate,2/4,0
MSME100822,,42.7,,,42.7,C - Weak,1/4,1
MSME100823,74.3,76.1,,,75.0,A - Strong,2/4,0
MSME100824,82.6,80.0,80.3,78.6,80.9,A - Strong,4/4,0
MSME100825,,53.1,,,53.1,C - Weak,1/4,0
MSME100826,86.9,86.8,,,86.9,A - Strong,2/4,0
MSME100827,36.8,39.9,,,38.1,C - Weak,2/4,0
MSME100828,20.0,30.3,23.3,,24.0,D - High Risk,3/4,1
MSME100829,47.6,62.6,,61.4,54.9,C - Weak,3/4,0
MSME100830,85.9,81.8,,82.5,84.0,A - Strong,3/4,0
MSME100831,32.1,38.0,44.2,,37.8,C - Weak,3/4,0
MSME100832,,47.3,,,47.3,C - Weak,1/4,1
MSME100833,86.1,78.1,85.8,88.1,84.2,A - Strong,4/4,0
MSME100834,67.6,,78.3,,72.5,B - Moderate,2/4,0
MSME100835,35.2,36.9,,,35.9,C - Weak,2/4,0
MSME100836,37.9,,,69.0,44.8,C - Weak,2/4,0
MSME100837,,,46.2,57.7,49.1,C - Weak,2/4,0
MSME100838,54.3,67.6,,,59.8,B - Moderate,2/4,0
MSME100839,40.8,,,39.5,40.5,C - Weak,2/4,0
MSME100840,,66.4,60.1,,63.0,B - Moderate,2/4,0
MSME100841,,31.4,,,31.4,D - High Risk,1/4,0
MSME100842,50.6,42.9,48.4,40.7,47.0,C - Weak,4/4,0
