enterprise_id,period,upi_monthly_txn_count,upi_avg_inflow_inr,aa_trade_payable_days,aa_cash_flow_ratio,default_flag
MSME100183,T-30,15.8,26501.08,49.94,0.48,0
MSME100184,T-90,,,81.04,0.0,0
MSME100184,T-60,,,73.14,0.0,0
MSME100184,T-30,,,84.67,0.0,0
MSME100185,T-90,11.26,30644.05,,,1
MSME100185,T-60,10.42,29112.4,,,1
MSME100185,T-30,10.79,26344.24,,,1
MSME100186,T-90,13.12,37982.0,47.97,0.69,0
MSME100186,T-60,14.78,39728.12,53.64,0.77,0
MSME100186,T-30,14.87,39748.98,55.26,0.81,0
MSME100187,T-90,9.13,18109.27,119.71,,0
MSME100187,T-60,9.6,16881.56,114.98,,0
MSME100187,T-30,9.5,16367.27,109.27,,0
MSME100188,T-90,,,,,0
MSME100188,T-60,,,,,0
MSME100188,T-30,,,,,0
MSME100189,T-90,8.02,12043.03,101.34,0.49,0
MSME100189,T-60,8.1,12635.02,104.09,0.49,0
MSME100189,T-30,8.21,11475.67,110.05,0.48,0
MSME100190,T-90,,,76.84,0.31,1
MSME100190,T-60,,,86.24,0.33,1
MSME100190,T-30,,,84.49,0.33,1
MSME100191,T-90,10.82,18981.48,,,0
MSME100191,T-60,11.45,20948.92,,,0
MSME100191,T-30,10.75,20466.75,,,0
MSME100192,T-90,5.22,10235.55,91.97,0.7,1
MSME100192,T-60,4.83,10792.82,83.24,0.64,1
MSME100192,T-30,4.76,9108.3,90.77,0.63,1
MSME100193,T-90,96.01,307734.14,55.81,0.76,0
MSME100193,T-60,94.92,324133.8,55.16,0.81,0
MSME100193,T-30,93.3,320093.31,57.71,0.87,0
MSME100194,T-90,,,,,0
MSME100194,T-60,,,,,0
MSME100194,T-30,,,,,0
MSME100195,T-90,13.48,35581.79,,,0
MSME100195,T-60,13.84,35616.62,,,0
MSME100195,T-30,13.27,37581.2,,,0
MSME100196,T-90,4.81,14668.4,,,0
MSME100196,T-60,5.06,14809.42,,,0
MSME100196,T-30,5.36,15326.91,,,0
MSME100197,T-90,72.83,147723.12,70.11,0.71,0
MSME100197,T-60,73.64,156082.6,68.8,0.65,0
MSME100197,T-30,76.11,159099.86,67.43,0.76,0
MSME100198,T-90,9.03,23249.61,74.79,1.04,0
MSME100198,T-60,9.39,24409.24,65.06,1.09,0
MSME100198,T-30,9.52,22977.87,68.14,1.09,0
MSME100199,T-90,5.26,22083.89,,,0
MSME100199,T-60,5.22,21811.18,,,0
MSME100199,T-30,5.31,21636.14,,,0
MSME100200,T-90,64.35,129494.97,,,0
MSME100200,T-60,72.09,147979.75,,,0
MSME100200,T-30,76.46,140767.75,,,0
MSME100201,T-90,,,73.72,0.69,0
MSME100201,T-60,,,76.04,0.73,0
MSME100201,T-30,,,71.47,0.71,0
MSME100202,T-90,11.42,25543.01,59.33,1.33,0
MSME100202,T-60,11.7,24864.94,58.96,1.44,0
MSME100202,T-30,12.18,28624.11,53.22,1.44,0
MSME100203,T-90,,,,,0
MSME100203,T-60,,,,,0
MSME100203,T-30,,,,,0
MSME100204,T-90,8.82,20400.87,,,0
MSME100204,T-60,9.67,20517.19,,,0
MSME100204,T-30,9.78,20423.34,,,0
MSME100205,T-90,16.94,25570.2,,,0
MSME100205,T-60,16.81,27842.91,,,0
MSME100205,T-30,17.49,27544.73,,,0
MSME100206,T-90,16.47,19974.94,,,0
MSME100206,T-60,15.8,18681.3,,,0
MSME100206,T-30,16.61,20725.13,,,0
MSME100207,T-90,,,,,0
MSME100207,T-60,,,,,0
MSME100207,T-30,,,,,0
MSME100208,T-90,20.0,24171.17,,,0
MSME100208,T-60,18.92,25450.64,,,0
MSME100208,T-30,20.02,25493.24,,,0
MSME100209,T-90,8.0,12342.33,,,0
MSME100209,T-60,8.36,13110.11,,,0
MSME100209,T-30,7.45,13142.34,,,0
MSME100210,T-90,,,,,1
MSME100210,T-60,,,,,1
MSME100210,T-30,,,,,1
MSME100211,T-90,20.9,34888.81,,,0
MSME100211,T-60,21.5,33898.98,,,0
MSME100211,T-30,19.81,36306.4,,,0
MSME100212,T-90,11.47,29118.94,,,0
MSME100212,T-60,11.37,31597.46,,,0
MSME100212,T-30,10.94,26502.92,,,0
MSME100213,T-90,10.39,41348.23,45.8,1.68,0
MSME100213,T-60,10.91,39438.48,46.13,1.79,0
MSME100213,T-30,10.48,44867.01,51.18,1.9,0
MSME100214,T-90,39.6,149643.14,,,0
MSME100214,T-60,40.15,153727.56,,,0
MSME100214,T-30,41.29,165879.01,,,0
MSME100215,T-90,102.91,302413.41,,,0
MSME100215,T-60,104.96,317956.57,,,0
MSME100215,T-30,96.45,326345.86,,,0
MSME100216,T-90,13.83,16226.68,,,0
MSME100216,T-60,14.41,16539.99,,,0
MSME100216,T-30,13.38,17226.86,,,0
MSME100217,T-90,2.02,17460.1,91.37,0.16,0
MSME100217,T-60,2.0,17296.98,83.28,0.15,0
MSME100217,T-30,2.06,16747.74,85.14,0.16,0
MSME100218,T-90,12.71,33320.14,,,0
MSME100218,T-60,13.72,34212.06,,,0
MSME100218,T-30,13.2,29795.35,,,0
MSME100219,T-90,13.64,43074.86,,,0
MSME100219,T-60,13.49,39948.06,,,0
MSME100219,T-30,13.93,40215.18,,,0
MSME100220,T-90,12.11,21157.97,,,1
MSME100220,T-60,11.25,20104.83,,,1
MSME100220,T-30,10.97,20586.63,,,1
MSME100221,T-90,3.0,13868.27,73.03,0.96,0
MSME100221,T-60,3.0,13851.33,67.9,1.03,0
MSME100221,T-30,3.15,14490.93,66.91,0.99,0
MSME100222,T-90,15.71,20782.91,70.35,0.98,0
MSME100222,T-60,16.13,20853.2,73.62,0.94,0
MSME100222,T-30,15.41,20182.98,73.38,0.96,0
MSME100223,T-90,,,60.24,0.79,1
MSME100223,T-60,,,69.82,0.8,1
MSME100223,T-30,,,63.68,0.75,1
MSME100224,T-90,3.0,16264.98,,,0
MSME100224,T-60,2.91,15013.89,,,0
MSME100224,T-30,3.1,15216.4,,,0
MSME100225,T-90,,,,,0
MSME100225,T-60,,,,,0
MSME100225,T-30,,,,,0
MSME100226,T-90,22.95,49788.4,,,0
MSME100226,T-60,24.16,45764.38,,,0
MSME100226,T-30,25.19,47888.43,,,0
MSME100227,T-90,8.34,28595.44,,,0
MSME100227,T-60,7.73,26276.9,,,0
MSME100227,T-30,7.9,26538.7,,,0
MSME100228,T-90,,,,,0
MSME100228,T-60,,,,,0
MSME100228,T-30,,,,,0
MSME100229,T-90,6.03,18483.03,69.11,1.19,0
MSME100229,T-60,5.92,20871.02,66.9,1.25,0
MSME100229,T-30,5.73,18609.98,73.33,1.3,0
MSME100230,T-90,15.47,34641.42,36.46,1.69,0
MSME100230,T-60,14.57,33944.5,39.94,1.62,0
MSME100230,T-30,14.2,34115.08,40.3,1.75,0
MSME100231,T-90,,,80.09,0.6,0
MSME100231,T-60,,,79.25,0.61,0
MSME100231,T-30,,,81.41,0.55,0
MSME100232,T-90,,,42.29,1.9,0
MSME100232,T-60,,,41.59,1.75,0
MSME100232,T-30,,,38.82,1.8,0
MSME100233,T-90,12.27,20050.6,88.22,1.04,0
MSME100233,T-60,11.29,21519.68,91.44,1.08,0
MSME100233,T-30,11.65,22104.84,94.9,1.04,0
MSME100234,T-90,9.8,27857.64,60.55,1.48,0
MSME100234,T-60,10.18,30497.57,65.96,1.58,0
MSME100234,T-30,11.75,30080.51,72.26,1.6,0
MSME100235,T-90,111.62,285761.15,62.13,0.74,0
MSME100235,T-60,108.43,272118.55,59.28,0.74,0
MSME100235,T-30,108.35,297171.74,57.24,0.74,0
MSME100236,T-90,17.35,23380.93,,,0
MSME100236,T-60,16.91,22910.68,,,0
MSME100236,T-30,16.18,22625.9,,,0
MSME100237,T-90,15.02,31653.92,,,0
MSME100237,T-60,13.93,32361.25,,,0
MSME100237,T-30,14.49,32673.16,,,0
MSME100238,T-90,10.32,30238.93,,,1
MSME100238,T-60,9.18,31125.42,,,1
MSME100238,T-30,8.42,27381.97,,,1
MSME100239,T-90,8.91,20383.75,,,0
MSME100239,T-60,9.21,21177.57,,,0
MSME100239,T-30,9.09,20733.53,,,0
MSME100240,T-90,,,29.78,1.62,0
MSME100240,T-60,,,29.54,1.81,0
MSME100240,T-30,,,28.0,1.78,0
MSME100241,T-90,4.91,16474.43,,,0
MSME100241,T-60,5.18,17780.17,,,0
MSME100241,T-30,5.15,17293.33,,,0
MSME100242,T-90,6.72,16351.32,,,1
MSME100242,T-60,6.62,15976.92,,,1
MSME100242,T-30,6.18,13936.8,,,1
MSME100243,T-90,13.64,23930.45,,,0
MSME100243,T-60,13.58,24887.86,,,0
MSME100243,T-30,13.99,25090.1,,,0
MSME100244,T-90,6.99,26069.43,85.45,0.18,0
MSME100244,T-60,6.94,27196.19,84.15,0.16,0
MSME100244,T-30,6.77,29510.96,73.85,0.16,0
MSME100245,T-90,,,,,0
MSME100245,T-60,,,,,0
MSME100245,T-30,,,,,0
MSME100246,T-90,7.23,20855.6,76.74,0.17,0
MSME100246,T-60,7.05,20868.46,82.88,0.17,0
MSME100246,T-30,7.11,21758.13,80.14,0.17,0
MSME100247,T-90,8.23,18987.83,72.93,0.89,0
MSME100247,T-60,7.93,16932.79,68.58,0.9,0
MSME100247,T-30,7.69,18294.31,69.66,0.98,0
MSME100248,T-90,12.28,25265.24,,,0
MSME100248,T-60,12.57,26689.11,,,0
MSME100248,T-30,13.74,26983.72,,,0
MSME100249,T-90,7.94,32524.69,,,0
MSME100249,T-60,8.13,31355.99,,,0
MSME100249,T-30,8.18,35468.82,,,0
MSME100250,T-90,,,,,1
MSME100250,T-60,,,,,1
MSME100250,T-30,,,,,1
MSME100251,T-90,10.11,27694.02,82.97,0.44,0
MSME100251,T-60,11.64,29399.43,75.2,0.46,0
MSME100251,T-30,11.86,31164.61,78.94,0.46,0
MSME100252,T-90,,,,,0
MSME100252,T-60,,,,,0
MSME100252,T-30,,,,,0
MSME100253,T-90,8.84,15887.63,,,0
MSME100253,T-60,9.32,15325.37,,,0
MSME100253,T-30,9.73,16542.02,,,0
MSME100254,T-90,10.13,27074.61,36.46,1.27,0
MSME100254,T-60,10.25,26236.45,34.62,1.27,0
MSME100254,T-30,10.5,28378.85,39.55,1.24,0
MSME100255,T-90,,,,,0
MSME100255,T-60,,,,,0
MSME100255,T-30,,,,,0
MSME100256,T-90,64.49,232518.18,,,0
MSME100256,T-60,71.82,233087.35,,,0
MSME100256,T-30,69.73,210788.46,,,0
MSME100257,T-90,7.11,12578.5,,,1
MSME100257,T-60,7.12,10686.29,,,1
MSME100257,T-30,7.2,10993.64,,,1
MSME100258,T-90,18.98,22575.62,,,1
MSME100258,T-60,18.72,25502.98,,,1
MSME100258,T-30,18.07,24598.08,,,1
MSME100259,T-90,8.19,26005.49,86.06,0.37,0
MSME100259,T-60,7.85,26166.47,99.53,0.41,0
MSME100259,T-30,7.9,26871.51,92.01,0.39,0
MSME100260,T-90,10.18,18198.55,,,0
MSME100260,T-60,10.1,20815.65,,,0
MSME100260,T-30,10.34,19521.29,,,0
MSME100261,T-90,,,37.42,1.54,0
MSME100261,T-60,,,36.51,1.56,0
MSME100261,T-30,,,36.14,1.55,0
MSME100262,T-90,12.98,26939.6,74.73,0.36,0
MSME100262,T-60,13.37,25713.42,74.15,0.38,0
MSME100262,T-30,12.79,26201.1,73.85,0.38,0
MSME100263,T-90,12.01,18960.18,82.59,0.19,1
MSME100263,T-60,11.71,19364.94,88.31,0.19,1
MSME100263,T-30,10.38,20126.75,98.78,0.2,1
MSME100264,T-90,11.19,22898.91,79.68,0.29,1
MSME100264,T-60,9.68,23624.93,88.29,0.27,1
MSME100264,T-30,9.59,22500.41,90.51,0.28,1
MSME100265,T-90,6.3,16459.1,,,0
MSME100265,T-60,6.01,16387.45,,,0
MSME100265,T-30,6.63,16613.07,,,0
MSME100266,T-90,18.65,31788.44,,,0
MSME100266,T-60,18.76,34347.47,,,0
MSME100266,T-30,18.46,31982.37,,,0
MSME100267,T-90,12.11,30600.61,,,0
MSME100267,T-60,11.72,28381.26,,,0
MSME100267,T-30,11.9,27392.86,,,0
MSME100268,T-90,5.93,14846.08,98.65,0.05,0
MSME100268,T-60,5.96,14290.13,105.23,0.05,0
MSME100268,T-30,6.33,14360.15,100.29,0.05,0
MSME100269,T-90,4.08,20163.11,,,0
MSME100269,T-60,4.02,20137.96,,,0
MSME100269,T-30,3.96,20938.16,,,0
MSME100270,T-90,3.92,17510.41,,,1
MSME100270,T-60,3.74,15861.33,,,1
MSME100270,T-30,3.5,16742.76,,,1
MSME100271,T-90,7.98,31268.73,,,0
MSME100271,T-60,8.27,31632.71,,,0
MSME100271,T-30,9.06,34657.04,,,0
MSME100272,T-90,10.26,27673.74,106.11,0.93,0
MSME100272,T-60,10.5,28898.78,99.02,0.95,0
MSME100272,T-30,11.19,27215.69,102.3,0.98,0
MSME100273,T-90,7.58,16188.15,91.17,0.26,0
MSME100273,T-60,8.27,15027.02,83.78,0.28,0
MSME100273,T-30,8.0,16876.63,87.69,0.26,0
MSME100274,T-90,,,80.44,1.32,0
MSME100274,T-60,,,79.79,1.38,0
MSME100274,T-30,,,96.14,1.46,0
MSME100275,T-90,9.35,35928.0,,,0
MSME100275,T-60,8.61,38072.63,,,0
MSME100275,T-30,8.32,37650.82,,,0
MSME100276,T-90,10.16,23083.66,,,0
MSME100276,T-60,9.76,23962.04,,,0
MSME100276,T-30,9.59,23245.27,,,0
MSME100277,T-90,10.74,27518.82,76.12,1.17,0
MSME100277,T-60,11.6,29081.56,71.4,1.15,0
MSME100277,T-30,12.23,30077.05,68.89,1.15,0
MSME100278,T-90,9.78,36701.53,76.3,0.0,0
MSME100278,T-60,9.78,35419.13,63.95,0.0,0
MSME100278,T-30,9.32,35738.43,59.21,0.0,0
MSME100279,T-90,,,53.99,1.53,0
MSME100279,T-60,,,56.74,1.56,0
MSME100279,T-30,,,58.03,1.48,0
MSME100280,T-90,8.22,27913.46,69.15,0.59,1
MSME100280,T-60,7.79,27016.56,77.2,0.58,1
MSME100280,T-30,7.19,26268.7,75.54,0.55,1
MSME100281,T-90,12.66,15887.94,74.95,0.0,0
MSME100281,T-60,12.79,16468.07,71.88,0.0,0
MSME100281,T-30,12.15,17387.3,65.9,0.0,0
MSME100282,T-90,26.74,40354.08,17.9,0.96,0
MSME100282,T-60,29.43,38700.82,17.77,0.95,0
MSME100282,T-30,30.18,45672.86,19.24,0.93,0
MSME100283,T-90,3.91,18653.02,67.01,0.52,0
MSME100283,T-60,4.1,19749.69,69.08,0.51,0
MSME100283,T-30,4.24,19091.29,62.95,0.53,0
MSME100284,T-90,8.51,14198.28,,,0
MSME100284,T-60,8.04,15271.82,,,0
MSME100284,T-30,8.55,14928.78,,,0
MSME100285,T-90,4.95,17062.24,,,1
MSME100285,T-60,4.54,15954.6,,,1
MSME100285,T-30,4.62,16182.52,,,1
MSME100286,T-90,5.25,16857.79,63.15,0.0,0
MSME100286,T-60,5.29,19191.93,70.43,0.0,0
MSME100286,T-30,4.93,19457.28,66.0,0.0,0
MSME100287,T-90,4.79,15499.61,,,1
MSME100287,T-60,4.63,17112.32,,,1
MSME100287,T-30,4.35,15404.51,,,1
MSME100288,T-90,9.18,31929.65,82.63,1.17,0
MSME100288,T-60,10.24,33377.11,77.94,1.17,0
MSME100288,T-30,9.65,39405.79,90.72,1.18,0
MSME100289,T-90,9.8,38134.72,29.67,1.23,0
MSME100289,T-60,9.77,36664.48,28.93,1.21,0
MSME100289,T-30,9.99,40147.17,25.03,1.14,0
MSME100290,T-90,119.83,236492.09,56.89,1.21,0
MSME100290,T-60,116.15,233910.71,61.81,1.21,0
MSME100290,T-30,112.06,225917.79,60.89,1.28,0
MSME100291,T-90,5.99,17282.38,,,0
MSME100291,T-60,6.46,18418.76,,,0
MSME100291,T-30,5.98,19180.26,,,0
MSME100292,T-90,739.15,1361570.57,,,0
MSME100292,T-60,815.74,1381924.42,,,0
MSME100292,T-30,800.25,1403273.93,,,0
MSME100293,T-90,8.72,32623.32,,,0
MSME100293,T-60,9.44,36801.3,,,0
MSME100293,T-30,10.27,37176.3,,,0
MSME100294,T-90,,,,,0
MSME100294,T-60,,,,,0
MSME100294,T-30,,,,,0
MSME100295,T-90,43.15,110518.57,,,0
MSME100295,T-60,43.53,107106.33,,,0
MSME100295,T-30,44.3,115405.21,,,0
MSME100296,T-90,,,66.71,0.51,0
MSME100296,T-60,,,68.35,0.52,0
MSME100296,T-30,,,71.55,0.5,0
MSME100297,T-90,,,,,0
MSME100297,T-60,,,,,0
MSME100297,T-30,,,,,0
MSME100298,T-90,93.3,180731.62,59.58,0.39,0
MSME100298,T-60,95.11,197532.27,62.52,0.39,0
MSME100298,T-30,96.51,209574.32,61.7,0.38,0
MSME100299,T-90,19.07,43209.8,47.02,1.12,0
MSME100299,T-60,20.69,45999.06,48.46,1.12,0
MSME100299,T-30,20.32,48999.63,48.0,1.15,0
MSME100300,T-90,,,37.61,1.12,1
MSME100300,T-60,,,37.41,1.11,1
MSME100300,T-30,,,39.85,1.1,1
MSME100301,T-90,8.26,36521.89,,,0
MSME100301,T-60,7.95,38552.56,,,0
MSME100301,T-30,8.31,37777.81,,,0
MSME100302,T-90,8.96,30602.52,,,0
MSME100302,T-60,9.44,30026.28,,,0
MSME100302,T-30,8.88,28961.87,,,0
MSME100303,T-90,6.15,19159.48,84.9,0.37,0
MSME100303,T-60,5.98,19125.78,78.64,0.36,0
MSME100303,T-30,6.09,22333.64,85.81,0.36,0
MSME100304,T-90,74.79,153533.38,77.24,0.67,0
MSME100304,T-60,74.43,144105.82,86.0,0.66,0
MSME100304,T-30,76.86,132418.55,84.4,0.71,0
MSME100305,T-90,5.08,8805.66,104.81,1.04,0
MSME100305,T-60,5.34,8783.67,99.44,1.0,0
MSME100305,T-30,5.5,8619.41,100.33,1.05,0
MSME100306,T-90,9.71,29867.72,47.03,1.08,0
MSME100306,T-60,9.69,27585.22,45.62,1.11,0
MSME100306,T-30,9.49,27729.78,45.97,1.05,0
MSME100307,T-90,38.58,123205.69,84.3,0.52,0
MSME100307,T-60,38.65,125956.11,82.44,0.53,0
MSME100307,T-30,41.11,133099.0,81.42,0.51,0
MSME100308,T-90,11.02,18723.94,,,1
MSME100308,T-60,10.28,18738.35,,,1
MSME100308,T-30,10.38,19215.32,,,1
MSME100309,T-90,11.49,31076.21,61.41,1.21,0
MSME100309,T-60,12.72,27989.05,59.62,1.25,0
MSME100309,T-30,13.55,29347.64,64.03,1.12,0
MSME100310,T-90,9.39,35648.15,62.37,0.54,0
MSME100310,T-60,10.4,39585.34,68.28,0.57,0
MSME100310,T-30,10.47,39172.18,66.23,0.57,0
MSME100311,T-90,7.97,16566.53,,,0
MSME100311,T-60,8.51,16262.61,,,0
MSME100311,T-30,8.86,15969.25,,,0
MSME100312,T-90,10.77,17488.13,,,0
MSME100312,T-60,11.62,18885.8,,,0
MSME100312,T-30,11.75,18490.23,,,0
MSME100313,T-90,5.18,28261.94,82.64,0.0,0
MSME100313,T-60,4.88,29603.35,78.27,0.0,0
MSME100313,T-30,4.64,29276.92,75.5,0.0,0
MSME100314,T-90,17.86,22306.45,,,0
MSME100314,T-60,18.57,21837.2,,,0
MSME100314,T-30,18.17,25430.63,,,0
MSME100315,T-90,,,61.28,1.44,0
MSME100315,T-60,,,57.19,1.44,0
MSME100315,T-30,,,54.86,1.4,0
MSME100316,T-90,13.47,24299.97,,,0
MSME100316,T-60,14.29,27270.36,,,0
MSME100316,T-30,14.42,25000.93,,,0
MSME100317,T-90,44.82,98018.9,,,0
MSME100317,T-60,42.81,108847.24,,,0
MSME100317,T-30,40.16,120370.42,,,0
MSME100318,T-90,7.89,15367.55,,,0
MSME100318,T-60,7.97,17138.34,,,0
MSME100318,T-30,8.38,16498.52,,,0
MSME100319,T-90,941.31,1822658.97,,,0
MSME100319,T-60,970.7,1765688.39,,,0
MSME100319,T-30,1032.26,1873597.9,,,0
MSME100320,T-90,,,69.92,0.39,0
MSME100320,T-60,,,65.79,0.4,0
MSME100320,T-30,,,62.55,0.41,0
MSME100321,T-90,8.81,16967.7,70.78,0.24,0
MSME100321,T-60,8.73,16478.4,80.42,0.24,0
MSME100321,T-30,9.11,15471.81,83.37,0.23,0
MSME100322,T-90,2.02,13882.39,,,1
MSME100322,T-60,1.86,12534.33,,,1
MSME100322,T-30,1.76,11947.39,,,1
MSME100323,T-90,7.89,28032.88,45.89,0.77,0
MSME100323,T-60,7.71,26336.98,39.51,0.79,0
MSME100323,T-30,7.69,27797.52,43.34,0.78,0
MSME100324,T-90,,,100.62,0.0,0
MSME100324,T-60,,,88.47,0.0,0
MSME100324,T-30,,,92.79,0.0,0
MSME100325,T-90,78.67,183661.97,,,0
MSME100325,T-60,79.99,190984.34,,,0
MSME100325,T-30,80.41,198260.71,,,0
MSME100326,T-90,44.28,111480.93,99.12,0.44,1
MSME100326,T-60,44.01,108403.68,105.75,0.44,1
MSME100326,T-30,39.39,103872.7,111.02,0.45,1
MSME100327,T-90,7.66,14485.38,,,0
MSME100327,T-60,8.07,15939.89,,,0
MSME100327,T-30,8.69,15205.99,,,0
MSME100328,T-90,,,61.59,0.79,0
MSME100328,T-60,,,65.08,0.79,0
MSME100328,T-30,,,57.59,0.78,0
MSME100329,T-90,8.14,20876.59,97.28,0.49,1
MSME100329,T-60,7.77,18589.15,106.68,0.48,1
MSME100329,T-30,8.08,17441.13,114.53,0.47,1
MSME100330,T-90,158.4,292937.35,,,0
MSME100330,T-60,173.49,310021.18,,,0
MSME100330,T-30,169.21,302909.44,,,0
MSME100331,T-90,,,,,0
MSME100331,T-60,,,,,0
MSME100331,T-30,,,,,0
MSME100332,T-90,7.89,19100.62,,,1
MSME100332,T-60,7.75,20095.95,,,1
MSME100332,T-30,7.06,20993.62,,,1
MSME100333,T-90,70.55,145583.17,77.0,0.0,0
MSME100333,T-60,67.75,148780.99,88.22,0.0,0
MSME100333,T-30,67.76,153563.38,88.71,0.0,0
MSME100334,T-90,13.56,32812.59,,,0
MSME100334,T-60,14.65,32095.73,,,0
MSME100334,T-30,15.95,30103.6,,,0
MSME100335,T-90,10.27,23165.76,,,0
MSME100335,T-60,10.48,22073.71,,,0
MSME100335,T-30,9.89,24430.72,,,0
MSME100336,T-90,6.19,17791.72,,,0
MSME100336,T-60,5.52,16904.25,,,0
MSME100336,T-30,5.78,17583.43,,,0
MSME100337,T-90,96.57,189555.22,,,0
MSME100337,T-60,95.16,178905.69,,,0
MSME100337,T-30,96.34,198885.82,,,0
MSME100338,T-90,9.62,19181.82,,,0
MSME100338,T-60,9.56,19327.36,,,0
MSME100338,T-30,9.49,19866.85,,,0
MSME100339,T-90,501.62,1626000.32,35.71,1.27,0
MSME100339,T-60,492.88,1680154.96,32.27,1.21,0
MSME100339,T-30,443.15,1562686.89,31.61,1.21,0
MSME100340,T-90,7.18,26118.76,,,1
MSME100340,T-60,6.79,27045.33,,,1
MSME100340,T-30,6.82,25916.38,,,1
MSME100341,T-90,10.67,28064.06,93.69,0.17,1
MSME100341,T-60,10.62,24782.1,96.76,0.19,1
MSME100341,T-30,10.39,23623.03,98.43,0.17,1
MSME100342,T-90,10.61,27743.31,73.13,0.78,0
MSME100342,T-60,10.76,27506.5,76.92,0.89,0
MSME100342,T-30,11.01,29696.86,80.79,0.84,0
MSME100343,T-90,7.94,26653.35,92.26,0.87,0
MSME100343,T-60,8.31,28293.41,86.22,0.83,0
MSME100343,T-30,8.89,27856.47,81.27,0.81,0
MSME100344,T-90,,,52.63,1.25,0
MSME100344,T-60,,,51.08,1.32,0
MSME100344,T-30,,,46.0,1.2,0
MSME100345,T-90,61.34,130666.83,,,0
MSME100345,T-60,62.32,125643.75,,,0
MSME100345,T-30,60.73,140976.99,,,0
MSME100346,T-90,445.32,868226.53,72.98,0.28,0
MSME100346,T-60,463.99,965842.18,77.39,0.28,0
MSME100346,T-30,479.51,930142.56,75.06,0.28,0
MSME100347,T-90,4.87,19728.51,,,1
MSME100347,T-60,5.05,20465.19,,,1
MSME100347,T-30,4.58,19587.5,,,1
MSME100348,T-90,12.0,36812.66,67.51,0.41,1
MSME100348,T-60,11.29,36949.49,66.01,0.38,1
MSME100348,T-30,10.62,36442.71,69.08,0.37,1
MSME100349,T-90,3.14,12264.26,,,1
MSME100349,T-60,2.93,10594.54,,,1
MSME100349,T-30,2.89,9777.05,,,1
MSME100350,T-90,7.92,34684.14,,,0
MSME100350,T-60,8.2,35029.82,,,0
MSME100350,T-30,8.31,32521.05,,,0
MSME100351,T-90,5.85,31894.59,,,0
MSME100351,T-60,6.11,30785.51,,,0
MSME100351,T-30,5.94,34231.99,,,0
MSME100352,T-90,11.99,31792.17,,,1
MSME100352,T-60,10.49,28036.37,,,1
MSME100352,T-30,9.99,27958.51,,,1
MSME100353,T-90,,,80.23,0.78,1
MSME100353,T-60,,,82.73,0.78,1
MSME100353,T-30,,,98.64,0.74,1
MSME100354,T-90,11.42,23877.6,38.04,0.55,0
MSME100354,T-60,12.89,24913.48,43.91,0.55,0
MSME100354,T-30,12.3,23322.2,44.64,0.58,0
MSME100355,T-90,15.85,33131.21,,,0
MSME100355,T-60,16.95,30492.76,,,0
MSME100355,T-30,15.84,33782.01,,,0
MSME100356,T-90,21.9,87228.73,101.57,1.05,0
MSME100356,T-60,22.15,88643.75,96.05,1.06,0
MSME100356,T-30,23.94,91942.3,96.79,1.11,0
MSME100357,T-90,66.83,102825.16,67.52,0.66,0
MSME100357,T-60,64.07,103796.5,61.69,0.67,0
MSME100357,T-30,66.12,103442.41,62.34,0.7,0
MSME100358,T-90,2.9,11213.21,,,0
MSME100358,T-60,2.94,11517.03,,,0
MSME100358,T-30,3.09,12095.96,,,0
MSME100359,T-90,19.01,34248.78,76.27,0.4,0
MSME100359,T-60,19.63,34141.88,68.39,0.4,0
MSME100359,T-30,18.91,37825.97,72.67,0.4,0
MSME100360,T-90,276.31,928890.95,,,0
MSME100360,T-60,267.93,963153.89,,,0
MSME100360,T-30,268.88,920954.53,,,0
MSME100361,T-90,19.21,35248.87,40.06,0.82,1
MSME100361,T-60,18.76,36800.83,48.32,0.83,1
MSME100361,T-30,18.69,33616.64,53.14,0.78,1
MSME100362,T-90,,,,,0
MSME100362,T-60,,,,,0
MSME100362,T-30,,,,,0
MSME100363,T-90,10.78,21013.79,57.62,0.94,0
MSME100363,T-60,10.61,20695.9,56.15,0.91,0
MSME100363,T-30,10.53,20965.89,57.23,0.89,0
MSME100364,T-90,8.04,37115.53,48.06,0.66,0
MSME100364,T-60,8.16,38400.29,41.38,0.72,0
MSME100364,T-30,7.7,40664.21,45.87,0.7,0
MSME100365,T-90,6.88,12258.64,,,0
MSME100365,T-60,7.41,13038.2,,,0
MSME100365,T-30,7.57,12786.99,,,0
MSME100366,T-90,8.81,34074.17,71.83,1.32,0
MSME100366,T-60,8.69,34872.56,66.37,1.41,0
MSME100366,T-30,9.5,33314.41,62.67,1.48,0
MSME100367,T-90,,,,,0
MSME100367,T-60,,,,,0
MSME100367,T-30,,,,,0
MSME100368,T-90,9.88,28939.63,87.4,0.27,0
MSME100368,T-60,10.22,30576.6,90.71,0.28,0
MSME100368,T-30,10.89,32413.69,90.3,0.31,0
MSME100369,T-90,5.16,19318.35,,,1
MSME100369,T-60,4.75,19331.11,,,1
MSME100369,T-30,4.46,18512.11,,,1
MSME100370,T-90,,,86.94,0.0,0
MSME100370,T-60,,,90.4,0.0,0
MSME100370,T-30,,,82.36,0.0,0
MSME100371,T-90,8.17,20833.35,,,1
MSME100371,T-60,7.53,18265.21,,,1
MSME100371,T-30,7.2,19336.51,,,1
MSME100372,T-90,16.24,25440.17,73.55,1.22,0
MSME100372,T-60,16.35,24854.67,65.8,1.2,0
