enterprise_id,segment,sector,years_in_operation,is_ntc,is_ntb,gst_registered,gst_filing_consistency_pct,gst_turnover_growth_rate,gst_avg_monthly_turnover_inr,gst_late_filing_count_12m,upi_available,upi_monthly_txn_count,upi_avg_inflow_inr,upi_inflow_volatility,upi_bounce_rate_pct,aa_consent_given,aa_avg_bank_balance_inr,aa_trade_payable_days,aa_cash_flow_ratio,aa_emi_to_inflow_ratio,aa_overdraft_utilization_pct,epfo_registered,epfo_employee_count,epfo_contribution_consistency_pct,epfo_avg_wage_inr,epfo_employee_growth_rate,default_flag,gst_score,upi_score,aa_score,epfo_score,overall_health_score,risk_tier
MSME100128,Micro,Trading/Retail,6.5,1,0,1,37.2,16.5,40300.0,4.0,1,5.0,27600.0,0.227,9.2,0,,,,,,0,,,,,0,44.0,51.7,,,47.5,Moderate Risk
MSME100129,Micro,Textile,1.6,1,1,1,7.6,-3.04,30700.0,3.0,1,10.0,17400.0,0.403,18.4,0,,,,,,0,,,,,1,25.9,39.3,,,32.0,High Risk
MSME100130,Micro,Services,4.0,0,1,0,,,,,1,15.0,42400.0,0.196,6.09,0,,,,,,0,,,,,0,,55.4,,,55.4,Moderate Risk
MSME100131,Medium,Trading/Retail,21.2,0,0,1,98.5,-7.87,2195400.0,1.0,1,791.0,2247100.0,0.25,0.0,1,577800.0,28.2,1.36,0.02,17.5,1,119.0,98.4,18100.0,7.88,0,74.9,72.9,78.7,68.3,74.6,Low Risk
MSME100132,Micro,Manufacturing,10.0,0,1,1,46.2,18.7,33100.0,5.0,1,5.0,19900.0,0.449,12.82,0,,,,,,1,2.0,17.2,16000.0,-4.3,0,46.7,42.9,,21.2,39.9,High Risk
MSME100133,Micro,Textile,1.6,1,0,0,,,,,1,8.0,25200.0,0.666,17.06,1,12600.0,105.7,-0.6,0.523,84.4,0,,,,,0,,33.7,23.7,,28.2,High Risk
MSME100134,Micro,Textile,2.1,1,0,0,,,,,1,20.0,30100.0,0.697,14.35,1,12500.0,94.0,0.27,0.477,64.4,0,,,,,0,,35.5,37.5,,36.6,High Risk
MSME100135,Micro,Services,11.6,0,1,0,,,,,1,18.0,47100.0,0.026,5.42,0,,,,,,0,,,,,0,,60.3,,,60.3,Low Risk
MSME100136,Medium,Services,11.3,0,0,1,88.3,11.92,2489100.0,2.0,1,816.0,1859500.0,0.128,8.68,1,1538600.0,54.7,1.39,0.199,19.1,1,116.0,92.1,19200.0,3.85,0,73.2,68.9,69.2,63.7,69.5,Low Risk
MSME100137,Micro,Construction,11.7,0,0,0,,,,,1,16.0,22100.0,0.426,12.64,0,,,,,,1,4.0,57.2,18200.0,-7.18,0,,43.8,,40.7,42.6,Moderate Risk
MSME100138,Small,Textile,6.5,0,0,1,44.0,6.07,332200.0,2.0,0,,,,,1,197800.0,52.3,0.57,0.288,33.6,1,23.0,56.5,13800.0,1.21,1,49.3,,58.2,42.6,51.5,Moderate Risk
MSME100139,Micro,Construction,9.9,0,0,1,74.3,6.62,41700.0,3.0,1,11.0,31600.0,0.064,8.72,0,,,,,,0,,,,,0,62.1,56.4,,,59.5,Moderate Risk
MSME100140,Micro,Manufacturing,4.2,1,0,0,,,,,1,8.0,36100.0,0.335,9.21,0,,,,,,0,,,,,0,,49.0,,,49.0,Moderate Risk
MSME100141,Micro,Food Processing,4.0,1,0,0,,,,,1,12.0,27000.0,0.7,16.7,0,,,,,,0,,,,,0,,33.2,,,33.2,High Risk
MSME100142,Medium,Textile,6.2,0,1,1,38.4,10.11,1577400.0,2.0,1,420.0,1026500.0,0.04,2.65,0,,,,,,1,76.0,64.9,14000.0,2.06,0,47.7,69.5,,47.2,55.4,Moderate Risk
MSME100143,Micro,Trading/Retail,2.8,0,0,1,8.3,4.28,23400.0,1.0,1,7.0,9600.0,0.569,17.82,0,,,,,,0,,,,,0,33.4,35.5,,,34.4,High Risk
MSME100144,Micro,Manufacturing,2.4,0,1,0,,,,,1,6.0,25100.0,0.621,18.14,1,10600.0,107.2,0.16,0.705,68.3,0,,,,,0,,33.9,27.5,,30.4,High Risk
MSME100145,Micro,Trading/Retail,8.1,0,0,0,,,,,1,7.0,35400.0,0.154,9.62,1,20500.0,42.3,1.18,0.256,31.3,0,,,,,0,,53.2,65.8,,60.1,Low Risk
MSME100146,Micro,Manufacturing,8.6,0,0,1,76.5,9.17,41200.0,6.0,1,12.0,30400.0,0.156,6.73,0,,,,,,0,,,,,0,56.5,55.8,,,56.2,Moderate Risk
MSME100147,Micro,Construction,2.5,0,0,0,,,,,1,5.0,21000.0,0.339,16.94,0,,,,,,0,,,,,0,,42.1,,,42.1,Moderate Risk
MSME100148,Micro,Trading/Retail,3.4,0,0,0,,,,,1,8.0,24100.0,0.279,13.86,1,13300.0,71.3,0.97,0.545,49.8,0,,,,,0,,46.3,47.8,,47.1,Moderate Risk
MSME100149,Micro,Services,7.3,0,0,0,,,,,1,20.0,37000.0,0.134,10.17,1,23000.0,37.2,0.84,0.545,36.4,1,3.0,80.7,15500.0,9.44,0,,53.5,55.4,59.1,55.5,Moderate Risk
MSME100150,Small,Trading/Retail,6.9,0,0,1,84.5,7.14,338400.0,2.0,1,97.0,246600.0,0.292,4.61,1,213800.0,31.6,1.39,0.136,21.5,0,,,,,0,69.9,55.7,74.4,,67.3,Low Risk
MSME100151,Small,Agriculture & Allied,6.5,0,1,1,53.2,0.78,225500.0,3.0,0,,,,,1,84500.0,53.7,1.46,0.287,34.3,0,,,,,0,49.8,,64.5,,57.2,Moderate Risk
MSME100152,Micro,Textile,2.6,0,0,1,24.9,-0.97,29600.0,3.0,1,9.0,20500.0,0.411,12.96,1,12800.0,56.3,0.47,0.479,43.0,0,,,,,0,35.2,43.8,49.7,,42.8,Moderate Risk
MSME100153,Micro,Services,23.0,0,0,1,92.2,4.87,44900.0,0.0,1,16.0,26700.0,0.338,6.6,1,19400.0,30.6,2.25,0.178,22.8,0,,,,,0,78.1,51.3,79.7,,70.8,Low Risk
MSME100154,Micro,Construction,3.7,0,0,1,27.0,8.62,43200.0,3.0,1,8.0,19400.0,0.285,8.63,1,12200.0,74.2,0.38,0.329,42.4,0,,,,,0,39.1,50.8,50.1,,46.4,Moderate Risk
MSME100155,Small,Trading/Retail,7.5,0,0,1,32.5,-17.97,221300.0,3.0,0,,,,,0,,,,,,1,14.0,33.7,17700.0,1.28,0,33.9,,,32.7,33.5,High Risk
MSME100156,Micro,Textile,2.0,1,0,0,,,,,1,6.0,25700.0,0.384,7.72,1,19100.0,72.0,0.35,0.45,55.7,0,,,,,0,,49.0,44.4,,46.5,Moderate Risk
MSME100157,Small,Construction,5.2,1,1,1,5.0,1.0,253100.0,5.0,1,40.0,122400.0,0.65,18.48,0,,,,,,1,15.0,5.0,11600.0,-1.09,0,20.8,33.4,,14.9,24.0,High Risk
MSME100158,Small,Trading/Retail,2.4,1,0,1,57.6,2.37,344300.0,1.0,1,78.0,173600.0,0.38,8.82,1,106600.0,65.6,0.66,0.441,59.0,0,,,,,0,57.5,49.4,47.4,,51.6,Moderate Risk
MSME100159,Small,IT/ITES,3.6,0,0,1,39.0,19.74,373900.0,0.0,1,110.0,206300.0,0.158,11.17,1,183200.0,34.3,1.15,0.364,33.5,0,,,,,0,55.9,53.6,63.6,,57.9,Moderate Risk
MSME100160,Micro,Trading/Retail,6.6,0,0,0,,,,,1,13.0,35700.0,0.324,15.07,0,,,,,,0,,,,,0,,44.2,,,44.2,Moderate Risk
MSME100161,Small,Food Processing,12.9,0,0,1,76.2,13.35,343000.0,4.0,1,103.0,275900.0,0.135,8.61,1,202400.0,57.7,0.76,0.229,28.1,0,,,,,0,62.6,56.3,61.4,,60.3,Low Risk
MSME100162,Micro,Trading/Retail,3.3,1,0,0,,,,,1,11.0,34800.0,0.422,13.08,0,,,,,,0,,,,,0,,43.4,,,43.4,Moderate Risk
MSME100163,Micro,Construction,6.3,0,0,0,,,,,1,13.0,20600.0,0.261,8.91,0,,,,,,1,4.0,60.2,16000.0,6.41,0,,51.2,,47.7,49.9,Moderate Risk
MSME100164,Micro,Trading/Retail,7.5,0,1,0,,,,,1,9.0,27100.0,0.365,12.32,0,,,,,,0,,,,,0,,45.5,,,45.5,Moderate Risk
MSME100165,Micro,Trading/Retail,8.9,0,1,1,53.6,-9.15,34400.0,4.0,1,10.0,18500.0,0.415,4.41,0,,,,,,1,7.0,56.0,14400.0,1.36,1,44.6,51.2,,42.6,46.5,Moderate Risk
MSME100166,Small,Services,0.9,0,0,1,43.0,18.57,329900.0,3.0,1,82.0,169300.0,0.387,5.16,1,158300.0,79.8,0.69,0.309,43.8,1,17.0,51.6,14500.0,-2.35,0,50.1,52.5,51.7,38.8,49.5,Moderate Risk
MSME100167,Small,IT/ITES,9.8,0,0,1,97.5,4.05,250400.0,1.0,1,87.0,150400.0,0.02,7.09,1,164900.0,31.9,1.75,0.206,10.1,0,,,,,0,78.0,60.2,77.5,,72.6,Low Risk
MSME100168,Micro,Manufacturing,7.5,1,1,1,5.0,-3.41,28800.0,3.0,1,1.0,11800.0,0.543,15.09,1,7300.0,103.1,0.02,0.556,65.5,0,,,,,1,24.5,38.5,31.7,,31.2,High Risk
MSME100169,Medium,Food Processing,6.5,0,0,1,80.7,-7.94,1229900.0,5.0,0,,,,,0,,,,,,1,86.0,64.6,18300.0,4.84,0,56.0,,,50.0,54.0,Moderate Risk
MSME100170,Micro,Services,3.0,1,0,0,,,,,1,9.0,17500.0,0.677,12.21,0,,,,,,0,,,,,1,,37.7,,,37.7,High Risk
MSME100171,Micro,Textile,6.9,0,1,0,,,,,1,8.0,27700.0,0.475,9.84,1,18900.0,63.2,1.24,0.413,45.4,1,2.0,42.1,10100.0,7.41,0,,44.9,55.6,36.8,47.8,Moderate Risk
MSME100172,Micro,Manufacturing,19.1,0,0,1,88.3,-12.2,36400.0,3.0,1,8.0,24400.0,0.157,8.29,0,,,,,,0,,,,,0,63.5,54.3,,,59.3,Moderate Risk
MSME100173,Medium,Services,12.0,0,0,1,75.9,-12.45,2349100.0,3.0,1,719.0,2177100.0,0.203,6.04,1,1065700.0,44.8,1.56,0.165,21.3,1,109.0,82.0,17000.0,1.37,0,57.2,67.6,72.7,56.6,64.4,Low Risk
MSME100174,Micro,IT/ITES,4.0,0,0,0,,,,,1,14.0,19300.0,0.287,14.3,0,,,,,,0,,,,,0,,45.9,,,45.9,Moderate Risk
MSME100175,Micro,Manufacturing,6.4,0,1,0,,,,,1,9.0,25300.0,0.47,6.31,1,8300.0,89.4,0.41,0.493,59.9,0,,,,,0,,48.1,39.8,,43.6,Moderate Risk
MSME100176,Micro,Manufacturing,6.5,1,0,1,20.9,5.27,39400.0,6.0,1,5.0,19500.0,0.461,10.41,0,,,,,,0,,,,,1,27.5,44.7,,,35.3,High Risk
MSME100177,Medium,Agriculture & Allied,4.5,1,0,1,33.2,-2.39,1385900.0,1.0,1,308.0,831300.0,0.498,10.65,1,559800.0,79.7,0.61,0.368,64.6,1,64.0,28.6,15300.0,-6.85,0,43.9,48.8,45.4,25.5,42.8,Moderate Risk
MSME100178,Small,Manufacturing,1.7,1,1,1,13.9,8.51,303600.0,8.0,1,58.0,125600.0,0.396,9.1,1,142600.0,76.7,0.64,0.47,42.0,1,25.0,18.5,14400.0,-9.84,0,20.0,48.4,47.9,18.7,35.3,High Risk
MSME100179,Small,Manufacturing,4.1,1,0,0,,,,,1,14.0,27500.0,0.567,14.77,0,,,,,,0,,,,,0,,38.3,,,38.3,High Risk
MSME100180,Small,Manufacturing,7.9,0,0,1,44.6,4.01,324200.0,1.0,1,84.0,188000.0,0.353,6.15,1,174200.0,68.1,1.1,0.201,26.7,0,,,,,0,51.5,52.5,63.2,,55.9,Moderate Risk
MSME100181,Small,Textile,4.0,0,0,1,46.4,10.38,216000.0,0.0,0,,,,,1,69300.0,78.3,1.43,0.455,38.7,1,27.0,28.2,13600.0,0.03,0,56.8,,54.7,27.8,50.2,Moderate Risk
MSME100182,Micro,Agriculture & Allied,5.2,0,0,0,,,,,1,10.0,20000.0,0.496,9.2,1,12500.0,75.9,0.37,0.602,66.6,0,,,,,0,,44.9,37.6,,40.9,Moderate Risk
MSME100183,Micro,Food Processing,13.0,0,0,1,69.3,5.84,42400.0,3.0,1,17.0,25300.0,0.282,7.66,1,27000.0,46.2,0.45,0.337,21.9,0,,,,,0,59.4,51.8,59.4,,57.2,Moderate Risk
MSME100184,Small,Food Processing,5.2,0,1,1,8.6,-12.54,314400.0,4.0,0,,,,,1,81900.0,78.9,-0.22,0.685,61.7,1,20.0,24.4,12200.0,1.53,0,21.0,,31.4,26.1,26.2,High Risk
MSME100185,Small,Manufacturing,5.4,0,0,0,,,,,1,11.0,30700.0,0.422,13.08,0,,,,,,1,20.0,29.4,13800.0,0.02,1,,43.4,,28.5,37.8,High Risk
MSME100186,Micro,Trading/Retail,6.0,0,1,0,,,,,1,14.0,37400.0,0.414,7.47,1,9600.0,48.9,0.74,0.395,38.4,0,,,,,0,,48.6,56.2,,52.7,Moderate Risk
MSME100187,Micro,Trading/Retail,3.7,1,1,0,,,,,1,9.0,16600.0,0.388,18.81,1,5100.0,116.0,-0.0,0.524,84.6,0,,,,,0,,39.3,26.4,,32.3,High Risk
MSME100188,Small,Trading/Retail,10.0,0,0,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME100189,Micro,Trading/Retail,2.0,0,1,1,9.1,-4.63,29900.0,3.0,1,8.0,11400.0,0.547,10.18,1,11100.0,99.8,0.48,0.452,50.4,0,,,,,0,26.2,42.7,41.6,,36.5,High Risk
MSME100190,Medium,Food Processing,3.7,1,0,1,22.6,6.71,1836600.0,1.0,0,,,,,1,685200.0,84.7,0.32,0.544,50.3,0,,,,,1,41.3,,40.5,,40.9,Moderate Risk
MSME100191,Micro,Trading/Retail,6.4,0,0,1,57.9,-2.35,43900.0,6.0,1,11.0,19100.0,0.584,7.03,0,,,,,,0,,,,,0,43.7,44.6,,,44.1,Moderate Risk
MSME100192,Micro,Trading/Retail,4.2,1,0,1,6.4,2.19,31000.0,3.0,1,5.0,10300.0,0.668,12.89,1,7800.0,85.0,0.71,0.383,59.5,0,,,,,1,26.9,37.2,45.9,,36.6,High Risk
MSME100193,Small,Manufacturing,15.3,0,1,1,81.4,-8.53,372200.0,5.0,1,99.0,316600.0,0.398,2.03,1,236300.0,56.8,0.79,0.283,36.5,1,29.0,70.9,14900.0,-0.9,0,56.1,55.3,58.6,49.2,55.6,Moderate Risk
MSME100194,Micro,Trading/Retail,5.5,0,0,1,16.1,-14.83,38800.0,3.0,0,,,,,0,,,,,,0,,,,,0,26.6,,,,26.6,High Risk
MSME100195,Micro,Trading/Retail,5.4,0,0,1,91.6,15.65,41700.0,3.0,1,13.0,35900.0,0.631,4.66,0,,,,,,0,,,,,0,73.5,45.5,,,60.8,Low Risk
MSME100196,Micro,Trading/Retail,2.5,1,0,1,23.0,9.5,25600.0,2.0,1,5.0,15300.0,0.486,9.98,0,,,,,,0,,,,,0,39.8,44.4,,,41.9,Moderate Risk
MSME100197,Small,Trading/Retail,4.3,0,1,1,51.3,5.24,263600.0,2.0,1,71.0,154600.0,0.287,9.3,1,57400.0,67.3,0.69,0.376,37.6,1,28.0,38.3,11800.0,-1.37,0,52.7,51.2,53.3,31.5,49.3,Moderate Risk
MSME100198,Micro,Services,9.7,0,0,0,,,,,1,9.0,23100.0,0.314,12.06,1,11600.0,71.1,1.07,0.369,36.5,0,,,,,0,,47.0,55.9,,51.9,Moderate Risk
MSME100199,Micro,Construction,3.1,0,1,0,,,,,1,5.0,22500.0,0.43,10.92,0,,,,,,0,,,,,0,,45.0,,,45.0,Moderate Risk
MSME100200,Small,Textile,1.1,0,1,1,49.2,-12.32,255200.0,5.0,1,66.0,139400.0,0.469,16.48,0,,,,,,0,,,,,0,38.9,40.2,,,39.5,High Risk
MSME100201,Medium,Construction,4.8,0,0,0,,,,,0,,,,,1,20000.0,75.2,0.72,0.53,62.1,1,84.0,19.4,14700.0,-2.35,0,,,43.2,22.7,36.4,High Risk
MSME100202,Micro,Food Processing,5.7,0,0,1,52.1,5.9,48600.0,2.0,1,12.0,26100.0,0.07,7.22,1,29000.0,56.8,1.35,0.234,31.8,0,,,,,0,53.3,57.5,65.1,,58.7,Moderate Risk
MSME100203,Micro,Agriculture & Allied,3.9,1,1,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME100204,Micro,Services,13.2,0,0,1,48.1,14.16,43500.0,6.0,1,9.0,20000.0,0.276,11.08,0,,,,,,0,,,,,0,43.8,48.9,,,46.1,Moderate Risk
MSME100205,Micro,Food Processing,21.1,0,0,1,99.8,-15.09,45100.0,0.0,1,17.0,26400.0,0.205,1.07,0,,,,,,0,,,,,0,75.9,59.6,,,68.5,Low Risk
MSME100206,Micro,Manufacturing,6.4,0,0,1,25.2,7.83,32700.0,7.0,1,16.0,19300.0,0.364,7.62,0,,,,,,0,,,,,0,27.9,49.8,,,37.9,High Risk
MSME100207,Small,Manufacturing,4.2,1,0,1,10.0,-2.17,233500.0,3.0,0,,,,,0,,,,,,0,,,,,0,27.3,,,,27.3,High Risk
MSME100208,Micro,Manufacturing,7.9,0,1,1,52.5,2.15,54100.0,4.0,1,20.0,24700.0,0.312,7.18,0,,,,,,0,,,,,0,47.4,51.6,,,49.3,Moderate Risk
MSME100209,Micro,Trading/Retail,13.2,0,0,1,28.9,-26.0,27900.0,3.0,1,8.0,12400.0,0.331,7.41,0,,,,,,0,,,,,0,29.6,50.7,,,39.2,High Risk
MSME100210,Small,Construction,3.3,1,0,1,5.0,-8.2,221200.0,5.0,0,,,,,0,,,,,,0,,,,,1,18.0,,,,18.0,High Risk
MSME100211,Micro,Trading/Retail,9.4,0,0,1,79.1,-8.96,48700.0,2.0,1,21.0,33000.0,0.314,7.93,0,,,,,,1,3.0,56.2,14200.0,1.52,0,62.4,50.9,,42.7,54.1,Moderate Risk
MSME100212,Micro,Food Processing,4.8,0,0,0,,,,,1,12.0,28400.0,0.115,12.69,0,,,,,,1,6.0,78.1,16300.0,7.22,0,,51.6,,57.1,53.7,Moderate Risk
MSME100213,Small,Textile,11.5,0,1,0,,,,,1,11.0,42500.0,0.207,10.75,1,22500.0,48.4,1.78,0.291,33.5,0,,,,,0,,50.9,67.9,,60.2,Low Risk
MSME100214,Small,Services,2.5,1,1,1,14.8,-16.98,236600.0,2.0,1,39.0,148800.0,0.356,13.87,0,,,,,,0,,,,,0,27.8,44.9,,,35.6,High Risk
MSME100215,Small,Trading/Retail,14.3,0,0,1,97.7,6.56,350700.0,1.0,1,105.0,317800.0,0.02,1.93,0,,,,,,1,24.0,81.8,18100.0,-5.06,0,78.8,65.1,,54.0,68.6,Low Risk
MSME100216,Micro,Manufacturing,6.5,0,1,1,23.4,8.73,39400.0,3.0,1,14.0,16200.0,0.567,13.61,0,,,,,,0,,,,,0,37.3,39.3,,,38.2,High Risk
MSME100217,Micro,Manufacturing,7.9,0,0,1,12.9,5.2,30700.0,4.0,1,2.0,16200.0,0.562,15.78,1,5200.0,84.7,0.15,0.538,64.9,0,,,,,0,28.5,37.4,36.5,,33.9,High Risk
MSME100218,Medium,IT/ITES,2.1,1,0,0,,,,,1,13.0,32200.0,0.655,7.94,0,,,,,,1,74.0,22.7,18300.0,-11.01,0,,42.0,,21.8,34.4,High Risk
MSME100219,Micro,Food Processing,2.1,0,0,1,63.5,8.21,52200.0,4.0,1,13.0,41000.0,0.418,7.77,0,,,,,,0,,,,,0,54.7,48.2,,,51.7,Moderate Risk
MSME100220,Micro,Construction,7.0,0,1,0,,,,,1,12.0,21800.0,0.54,10.61,0,,,,,,0,,,,,1,,42.6,,,42.6,Moderate Risk
MSME100221,Micro,Services,8.1,0,0,1,36.8,3.48,26000.0,1.0,1,3.0,14200.0,0.396,6.23,1,6600.0,72.6,0.95,0.559,34.2,0,,,,,0,47.4,50.0,50.1,,49.1,Moderate Risk
MSME100222,Small,Construction,4.5,0,0,0,,,,,1,15.0,20600.0,0.453,11.11,1,18800.0,65.8,0.96,0.446,53.3,1,17.0,29.4,12500.0,3.58,0,,44.4,50.6,29.6,43.9,Moderate Risk
MSME100223,Medium,Construction,8.7,0,1,0,,,,,0,,,,,1,26700.0,62.0,0.81,0.35,33.9,1,97.0,74.2,12400.0,0.33,1,,,56.6,50.5,54.6,Moderate Risk
MSME100224,Micro,Trading/Retail,2.1,1,0,1,9.3,-4.18,24500.0,5.0,1,3.0,15800.0,0.658,18.39,0,,,,,,0,,,,,0,21.4,32.7,,,26.5,High Risk
MSME100225,Medium,Trading/Retail,1.5,1,1,1,32.3,-8.61,1742500.0,5.0,0,,,,,0,,,,,,1,68.0,53.9,13000.0,-4.78,0,31.6,,,38.2,33.8,High Risk
MSME100226,Micro,Trading/Retail,6.0,0,1,1,82.0,-2.23,49600.0,2.0,1,23.0,47400.0,0.134,4.1,0,,,,,,1,5.0,92.9,18600.0,13.48,0,65.8,58.8,,68.3,63.8,Low Risk
MSME100227,Micro,Services,2.1,0,0,1,45.5,10.71,37100.0,3.0,1,8.0,27500.0,0.333,3.39,0,,,,,,0,,,,,0,49.0,54.1,,,51.3,Moderate Risk
MSME100228,Small,Textile,1.1,0,1,1,63.4,-5.19,334900.0,2.0,0,,,,,0,,,,,,1,26.0,69.7,19300.0,-4.51,0,55.6,,,48.7,53.3,Moderate Risk
MSME100229,Micro,Services,2.7,0,1,1,29.4,-3.51,35300.0,4.0,1,6.0,18700.0,0.484,9.14,1,9700.0,69.1,1.18,0.448,49.7,0,,,,,0,34.1,45.2,52.4,,43.8,Moderate Risk
MSME100230,Micro,Services,7.9,0,1,0,,,,,1,15.0,35300.0,0.196,10.97,1,18900.0,38.6,1.68,0.142,22.8,0,,,,,0,,51.1,75.0,,64.1,Low Risk
MSME100231,Micro,Agriculture & Allied,6.4,0,0,0,,,,,0,,,,,1,7200.0,84.9,0.58,0.437,66.8,0,,,,,0,,,42.0,,42.0,Moderate Risk
MSME100232,Medium,Trading/Retail,13.4,0,0,1,96.5,-4.02,3893400.0,3.0,0,,,,,1,2356700.0,42.2,1.86,0.296,26.7,0,,,,,0,70.0,,70.8,,70.4,Low Risk
MSME100233,Micro,Trading/Retail,6.8,0,0,1,44.1,-16.33,32200.0,2.0,1,12.0,20600.0,0.284,11.12,1,15900.0,88.9,1.07,0.489,59.1,0,,,,,0,42.7,48.7,45.1,,45.3,Moderate Risk
MSME100234,Medium,Agriculture & Allied,2.2,0,1,0,,,,,1,10.0,27800.0,0.334,8.53,1,24100.0,62.5,1.5,0.18,39.2,1,84.0,79.3,17300.0,-2.5,0,,49.6,65.2,53.6,57.1,Moderate Risk
MSME100235,Small,Agriculture & Allied,8.2,0,0,1,57.6,-1.28,380400.0,2.0,1,112.0,266800.0,0.122,10.44,1,76500.0,61.4,0.73,0.272,41.6,0,,,,,0,53.9,55.1,56.7,,55.2,Moderate Risk
MSME100236,Micro,Food Processing,3.2,0,0,1,58.8,6.98,47800.0,2.0,1,17.0,24000.0,0.097,12.63,0,,,,,,0,,,,,0,57.0,52.2,,,54.8,Moderate Risk
MSME100237,Small,Trading/Retail,4.4,0,0,0,,,,,1,15.0,30700.0,0.403,6.54,0,,,,,,1,14.0,67.6,16600.0,-1.5,0,,49.7,,48.0,49.1,Moderate Risk
MSME100238,Micro,IT/ITES,3.3,0,1,0,,,,,1,10.0,31900.0,0.432,17.02,0,,,,,,0,,,,,1,,39.7,,,39.7,High Risk
MSME100239,Micro,Construction,1.9,0,1,0,,,,,1,9.0,20000.0,0.377,8.22,0,,,,,,0,,,,,0,,48.8,,,48.8,Moderate Risk
MSME100240,Small,Food Processing,28.5,0,0,1,96.7,-1.82,333000.0,0.0,0,,,,,1,243400.0,29.1,1.69,0.056,0.0,1,38.0,93.7,18600.0,-2.63,0,78.3,,83.6,61.3,77.0,Low Risk
MSME100241,Small,Trading/Retail,2.8,1,1,0,,,,,1,5.0,17100.0,0.754,12.93,0,,,,,,1,12.0,10.0,16000.0,-4.08,0,,35.0,,17.7,28.5,High Risk
MSME100242,Micro,Services,1.0,1,0,0,,,,,1,7.0,15800.0,0.649,16.38,0,,,,,,0,,,,,1,,34.7,,,34.7,High Risk
MSME100243,Micro,Textile,8.9,0,1,1,75.7,15.25,40900.0,2.0,1,13.0,24800.0,0.303,5.52,0,,,,,,0,,,,,0,67.9,53.1,,,61.2,Low Risk
MSME100244,Micro,Textile,0.7,1,0,0,,,,,1,7.0,26400.0,0.776,16.22,1,11400.0,89.1,0.17,0.518,57.6,0,,,,,0,,31.6,37.9,,35.0,High Risk
MSME100245,Small,Services,4.9,1,0,1,52.8,15.52,288400.0,1.0,0,,,,,0,,,,,,0,,,,,0,59.1,,,,59.1,Moderate Risk
MSME100246,Micro,Services,9.9,0,0,0,,,,,1,7.0,21200.0,0.102,6.22,1,12200.0,80.9,0.17,0.461,53.1,0,,,,,0,,57.5,41.7,,48.9,Moderate Risk
MSME100247,Micro,Food Processing,1.7,0,1,1,20.0,-5.43,36700.0,6.0,1,8.0,16900.0,0.563,8.33,1,11900.0,71.1,0.88,0.443,37.8,0,,,,,0,23.9,44.0,52.3,,39.8,High Risk
MSME100248,Micro,Services,5.5,0,1,0,,,,,1,12.0,27000.0,0.308,13.58,0,,,,,,0,,,,,0,,45.9,,,45.9,Moderate Risk
MSME100249,Micro,Manufacturing,4.3,0,0,0,,,,,1,8.0,32500.0,0.55,6.66,0,,,,,,0,,,,,0,,45.8,,,45.8,Moderate Risk
MSME100250,Small,Trading/Retail,2.8,1,1,1,5.0,-1.52,129500.0,6.0,0,,,,,0,,,,,,0,,,,,1,17.5,,,,17.5,High Risk
MSME100251,Small,Trading/Retail,13.4,0,0,0,,,,,1,11.0,28400.0,0.362,11.09,1,14000.0,85.2,0.45,0.549,67.1,0,,,,,0,,46.7,37.9,,41.9,Moderate Risk
MSME100252,Micro,Construction,4.3,0,1,1,8.4,6.09,29300.0,5.0,0,,,,,0,,,,,,0,,,,,0,24.0,,,,24.0,High Risk
MSME100253,Micro,Trading/Retail,8.8,0,0,1,19.1,-0.91,33100.0,2.0,1,9.0,15500.0,0.426,14.94,0,,,,,,0,,,,,0,34.8,41.7,,,37.9,High Risk
MSME100254,Micro,Trading/Retail,10.5,0,0,1,88.5,9.4,38100.0,2.0,1,10.0,27100.0,0.061,6.99,1,20200.0,37.4,1.33,0.344,31.4,0,,,,,0,72.6,57.9,65.4,,65.7,Low Risk
MSME100255,Small,Agriculture & Allied,4.7,1,1,1,77.0,-3.86,307400.0,2.0,0,,,,,0,,,,,,1,30.0,77.7,16200.0,-3.02,0,62.8,,,52.1,59.2,Moderate Risk
MSME100256,Small,Construction,2.2,1,0,1,29.5,-2.85,325900.0,4.0,1,67.0,226100.0,0.547,16.14,0,,,,,,0,,,,,0,34.4,38.6,,,36.3,High Risk
MSME100257,Micro,Trading/Retail,10.7,0,1,1,5.0,2.49,38300.0,3.0,1,7.0,11700.0,0.522,13.43,0,,,,,,1,3.0,5.0,12800.0,-5.63,1,26.2,40.5,,13.3,28.5,High Risk
MSME100258,Micro,Manufacturing,4.9,0,1,0,,,,,1,19.0,24100.0,0.174,7.95,0,,,,,,0,,,,,1,,54.4,,,54.4,Moderate Risk
MSME100259,Micro,Construction,5.3,0,0,0,,,,,1,8.0,25900.0,0.709,9.0,1,12100.0,92.6,0.38,0.526,58.4,1,4.0,26.5,11000.0,-8.54,0,,39.7,38.5,22.0,35.4,High Risk
MSME100260,Micro,Manufacturing,4.1,1,1,0,,,,,1,10.0,19900.0,0.627,16.89,0,,,,,,1,1.0,5.1,10600.0,-1.61,0,,34.9,,14.3,27.2,High Risk
